age,job,marital,education,default,spending,housing,cash_loan,contact_number_type,maturity,app_channel,max_late_charge,cash_withdraw_freq,poutcome,y
32,management,single,tertiary,no,1731,yes,yes,unknown,323,3,0,0,unknown,no
62,management,married,tertiary,no,200,no,no,cellular,78,3,0,0,unknown,no
31,technician,single,tertiary,no,200,no,no,cellular,121,3,0,0,unknown,no
41,blue-collar,single,secondary,yes,386,no,yes,cellular,112,1,0,0,unknown,yes
34,self-employed,married,tertiary,no,5498,no,no,cellular,265,1,0,0,unknown,no
44,management,single,tertiary,no,5063,no,no,cellular,53,2,0,0,unknown,yes
42,blue-collar,married,primary,no,7041,yes,no,cellular,21,4,0,0,unknown,no
37,entrepreneur,single,secondary,no,654,no,no,unknown,229,2,0,0,unknown,no
47,management,married,tertiary,no,1890,no,no,cellular,161,1,0,0,unknown,no
32,unemployed,married,secondary,no,2400,yes,yes,cellular,85,3,0,0,unknown,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,217,6,0,0,unknown,no
39,technician,single,tertiary,no,1190,no,no,cellular,136,1,0,0,unknown,no
28,services,single,secondary,no,229,yes,no,unknown,322,1,0,0,unknown,no
33,technician,divorced,tertiary,no,200,no,no,cellular,123,5,0,0,unknown,no
35,admin.,single,secondary,no,200,no,yes,cellular,267,2,0,0,unknown,no
40,management,married,tertiary,no,1548,yes,no,cellular,101,3,0,0,unknown,no
37,admin.,single,secondary,no,200,yes,no,cellular,275,2,0,0,unknown,no
28,blue-collar,married,secondary,no,200,yes,no,unknown,160,3,0,0,unknown,no
49,technician,divorced,tertiary,no,200,yes,no,cellular,177,3,0,0,unknown,no
36,admin.,married,secondary,no,957,yes,no,unknown,206,1,0,0,unknown,no
45,technician,married,secondary,no,200,yes,no,unknown,208,2,0,0,unknown,no
29,technician,single,tertiary,no,218,yes,no,cellular,169,1,0,0,unknown,no
35,housemaid,married,tertiary,no,200,yes,yes,cellular,140,3,0,0,unknown,no
25,student,single,tertiary,no,200,no,no,cellular,138,1,0,0,unknown,no
42,blue-collar,married,primary,no,2519,yes,no,unknown,262,4,0,0,unknown,no
57,admin.,married,secondary,no,3927,no,no,cellular,61,1,0,0,unknown,no
42,management,divorced,tertiary,no,401,yes,no,cellular,217,9,0,0,unknown,no
29,management,married,tertiary,no,581,yes,yes,cellular,192,2,0,0,unknown,no
36,technician,married,tertiary,no,1327,no,no,cellular,174,2,0,0,unknown,no
31,unemployed,married,secondary,no,3242,no,no,unknown,292,2,0,0,unknown,no
59,technician,married,primary,no,3163,yes,no,unknown,240,2,0,0,unknown,no
50,unemployed,divorced,secondary,no,200,no,no,cellular,282,2,0,0,unknown,no
47,admin.,married,secondary,no,310,yes,yes,telephone,128,6,0,0,unknown,no
46,housemaid,married,primary,no,200,no,no,telephone,161,1,0,0,unknown,no
31,services,single,secondary,no,11386,yes,no,cellular,356,1,0,0,unknown,no
30,services,married,tertiary,no,1380,yes,no,unknown,294,2,0,0,unknown,no
47,blue-collar,single,unknown,no,2443,no,no,unknown,57,1,0,0,unknown,no
23,technician,single,tertiary,no,1129,yes,no,unknown,76,1,0,0,unknown,yes
44,unemployed,single,primary,no,4232,no,no,unknown,227,1,0,0,unknown,no
42,self-employed,married,secondary,no,5564,no,no,cellular,195,2,0,0,unknown,no
32,services,single,secondary,no,402,yes,no,cellular,135,1,0,0,unknown,no
28,admin.,single,secondary,no,1323,yes,no,unknown,361,1,0,0,unknown,no
57,retired,married,primary,no,1623,yes,yes,cellular,246,1,0,0,unknown,no
38,technician,married,tertiary,no,1042,yes,no,cellular,54,2,0,0,unknown,no
54,admin.,married,secondary,no,865,yes,no,cellular,71,1,0,0,unknown,no
32,technician,married,tertiary,no,1053,yes,no,cellular,357,3,0,0,unknown,no
59,admin.,divorced,secondary,no,975,yes,no,unknown,263,4,0,0,unknown,no
45,technician,married,secondary,no,2571,no,no,unknown,146,2,0,0,unknown,no
53,unknown,married,primary,no,732,no,no,cellular,29,2,0,0,unknown,yes
34,technician,married,secondary,no,200,yes,yes,cellular,131,2,0,0,unknown,no
35,admin.,divorced,secondary,no,3636,no,yes,cellular,78,2,0,0,unknown,yes
30,management,married,tertiary,no,931,no,no,cellular,88,1,0,0,unknown,no
62,housemaid,married,secondary,no,565,no,no,cellular,123,3,0,0,unknown,no
40,blue-collar,married,secondary,no,271,yes,no,unknown,118,2,0,0,unknown,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,238,3,0,0,unknown,no
34,management,married,tertiary,no,200,yes,no,cellular,90,1,0,0,unknown,no
31,unknown,divorced,tertiary,no,200,no,no,cellular,20,9,0,0,unknown,no
35,technician,married,secondary,no,700,yes,no,unknown,240,2,0,0,unknown,no
55,retired,married,primary,no,966,no,yes,cellular,104,1,0,0,unknown,no
34,admin.,married,secondary,no,200,no,no,cellular,109,2,0,0,unknown,no
58,retired,married,primary,no,4007,no,no,cellular,233,4,0,0,unknown,no
50,management,single,tertiary,no,567,yes,no,unknown,274,8,0,0,unknown,no
31,technician,single,secondary,no,200,no,no,cellular,123,2,0,0,unknown,no
47,admin.,divorced,secondary,no,200,no,yes,cellular,70,1,0,0,unknown,no
38,self-employed,single,tertiary,no,917,yes,no,unknown,260,1,0,0,unknown,no
46,management,single,tertiary,no,593,yes,no,cellular,190,3,0,0,unknown,no
42,blue-collar,married,primary,no,505,yes,no,unknown,156,2,0,0,unknown,no
34,blue-collar,married,secondary,no,2542,yes,no,cellular,228,1,0,0,unknown,no
37,management,married,tertiary,no,5355,no,no,telephone,101,4,0,0,unknown,yes
38,student,single,tertiary,no,807,no,no,cellular,74,2,0,0,unknown,no
59,retired,married,secondary,no,9976,yes,no,unknown,57,2,0,0,unknown,no
32,admin.,married,secondary,no,200,no,no,cellular,119,3,0,0,unknown,no
55,management,married,tertiary,no,540,no,no,cellular,124,2,0,0,unknown,no
35,blue-collar,married,secondary,no,280,yes,yes,cellular,65,50,0,0,unknown,no
56,management,divorced,tertiary,no,200,no,yes,cellular,127,6,0,0,unknown,no
27,admin.,married,secondary,yes,517,yes,no,cellular,172,3,0,0,unknown,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,174,6,0,0,unknown,no
42,student,married,unknown,no,200,no,no,telephone,41,6,0,0,unknown,no
41,blue-collar,married,primary,no,200,yes,no,unknown,232,3,0,0,unknown,no
53,retired,divorced,secondary,yes,200,no,yes,unknown,161,1,0,0,unknown,no
67,retired,married,primary,no,2301,no,no,cellular,124,1,0,0,unknown,no
53,housemaid,married,primary,no,200,no,yes,unknown,336,1,0,0,unknown,yes
33,blue-collar,married,primary,no,200,yes,no,unknown,162,2,0,0,unknown,no
31,technician,single,unknown,no,694,yes,no,unknown,66,2,0,0,unknown,no
31,admin.,married,secondary,no,212,yes,no,cellular,191,3,0,0,unknown,no
30,management,married,tertiary,no,1882,yes,no,cellular,249,5,0,0,unknown,no
48,blue-collar,married,unknown,no,200,yes,no,unknown,189,1,0,0,unknown,no
30,technician,single,secondary,no,200,no,no,cellular,167,4,0,0,unknown,no
43,technician,single,tertiary,yes,200,no,no,cellular,73,4,0,0,unknown,no
38,management,divorced,tertiary,no,4425,yes,no,unknown,162,1,0,0,unknown,no
46,unemployed,married,secondary,no,3533,yes,no,cellular,235,2,0,0,unknown,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,44,1,0,0,unknown,no
44,management,divorced,tertiary,no,476,yes,yes,unknown,127,2,0,0,unknown,no
39,management,single,tertiary,no,200,yes,no,cellular,81,2,0,0,unknown,no
36,services,single,secondary,no,398,yes,yes,unknown,77,2,0,0,unknown,no
33,blue-collar,married,secondary,no,745,yes,no,unknown,115,4,0,0,unknown,no
33,management,single,tertiary,no,200,no,no,cellular,53,4,0,0,unknown,no
67,retired,married,unknown,no,696,no,no,telephone,77,2,0,0,unknown,no
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,45,1,0,0,unknown,no
57,management,married,tertiary,no,2416,no,no,cellular,74,2,0,0,unknown,no
31,housemaid,married,primary,no,200,no,no,cellular,169,5,0,0,unknown,no
30,student,single,tertiary,no,7513,no,no,cellular,269,2,0,0,unknown,no
26,blue-collar,married,primary,no,5116,yes,no,cellular,246,3,0,0,unknown,no
44,management,married,secondary,no,1746,yes,no,unknown,218,1,0,0,unknown,no
47,self-employed,married,unknown,no,200,yes,no,cellular,142,1,0,0,unknown,no
30,admin.,single,secondary,no,200,yes,no,cellular,75,1,0,0,unknown,no
37,management,married,tertiary,no,767,no,yes,cellular,204,1,0,0,unknown,no
56,admin.,divorced,primary,no,200,no,yes,cellular,177,1,0,0,unknown,no
43,management,single,secondary,no,228,yes,yes,unknown,122,2,0,0,unknown,no
42,services,married,secondary,no,508,yes,no,unknown,70,1,0,0,unknown,no
60,management,married,secondary,no,725,yes,no,cellular,266,1,0,0,unknown,no
34,blue-collar,married,unknown,no,200,yes,no,cellular,34,9,0,0,unknown,no
34,management,single,tertiary,no,200,no,no,cellular,203,4,0,0,unknown,no
41,management,married,tertiary,no,251,no,yes,unknown,85,3,0,0,unknown,no
38,management,divorced,secondary,no,200,no,no,cellular,11,4,0,0,unknown,no
23,services,married,secondary,no,200,yes,no,unknown,13,10,0,0,unknown,no
33,management,married,tertiary,no,1064,yes,no,cellular,197,1,0,0,unknown,yes
36,blue-collar,married,secondary,no,777,yes,no,cellular,185,3,0,0,unknown,no
40,technician,divorced,secondary,no,375,yes,no,cellular,60,5,0,0,unknown,no
72,retired,married,primary,no,796,no,no,cellular,173,2,0,0,unknown,no
43,technician,married,secondary,no,200,yes,no,unknown,353,4,0,0,unknown,no
35,admin.,married,secondary,no,200,yes,no,cellular,18,5,0,0,unknown,no
46,admin.,divorced,secondary,no,7378,no,no,cellular,101,1,0,0,unknown,no
50,technician,divorced,secondary,no,701,yes,yes,cellular,148,1,0,0,unknown,no
23,blue-collar,single,unknown,no,817,yes,no,cellular,123,1,0,0,unknown,no
34,student,married,unknown,no,1387,no,no,cellular,121,1,0,0,unknown,no
40,blue-collar,married,secondary,no,200,yes,yes,unknown,245,3,0,0,unknown,no
61,retired,married,secondary,no,2917,no,no,cellular,215,1,0,0,unknown,yes
53,technician,married,secondary,no,4541,yes,no,unknown,190,6,0,0,unknown,no
57,technician,married,secondary,no,200,no,no,unknown,44,1,0,0,unknown,no
28,blue-collar,married,secondary,no,4287,no,no,cellular,171,1,0,0,unknown,no
25,admin.,married,secondary,no,242,yes,no,cellular,62,12,0,0,unknown,no
38,blue-collar,married,secondary,no,200,yes,yes,unknown,172,1,0,0,unknown,no
27,services,single,secondary,no,259,yes,no,unknown,78,10,0,0,unknown,no
45,blue-collar,married,secondary,no,827,yes,no,unknown,319,5,0,0,unknown,no
31,services,single,secondary,no,469,no,yes,cellular,111,1,0,0,unknown,no
39,blue-collar,married,primary,no,2226,yes,no,unknown,158,1,0,0,unknown,no
42,technician,married,secondary,no,200,no,no,cellular,82,12,0,0,unknown,no
46,management,married,tertiary,no,477,yes,no,unknown,128,6,0,0,unknown,no
36,services,married,secondary,no,200,yes,no,unknown,102,4,0,0,unknown,no
30,management,single,tertiary,no,775,yes,no,unknown,124,2,0,0,unknown,no
32,blue-collar,married,secondary,no,200,yes,no,cellular,334,2,0,0,unknown,no
31,management,married,tertiary,no,2395,no,no,cellular,218,1,0,0,unknown,no
60,management,married,primary,no,4895,no,no,unknown,313,1,0,0,unknown,no
35,blue-collar,single,secondary,no,376,yes,yes,unknown,207,3,0,0,unknown,no
38,management,married,tertiary,no,389,yes,no,unknown,262,1,0,0,unknown,no
46,management,divorced,tertiary,no,200,no,no,cellular,134,2,0,0,unknown,no
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,unknown,197,3,0,0,unknown,no
59,services,married,secondary,no,200,yes,no,cellular,214,3,0,0,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,70,7,0,0,unknown,no
33,technician,divorced,secondary,no,200,yes,no,cellular,177,2,0,0,unknown,no
46,management,single,secondary,no,295,yes,no,unknown,141,6,0,0,unknown,no
48,admin.,married,secondary,no,292,yes,yes,cellular,164,6,0,0,unknown,no
31,services,single,secondary,no,200,no,no,cellular,151,1,0,0,unknown,no
35,blue-collar,divorced,primary,no,587,yes,no,unknown,111,1,0,0,unknown,no
52,management,married,tertiary,no,1224,yes,no,cellular,253,4,0,0,unknown,no
45,management,divorced,tertiary,no,959,no,no,unknown,74,1,0,0,unknown,no
34,management,married,tertiary,no,200,no,no,cellular,263,2,0,0,unknown,no
25,blue-collar,married,primary,yes,589,yes,no,unknown,233,1,0,0,unknown,no
26,management,single,tertiary,no,200,no,no,cellular,37,2,0,0,unknown,no
57,management,married,unknown,no,200,no,no,cellular,220,1,0,0,unknown,no
48,management,married,primary,no,247,yes,yes,unknown,145,1,0,0,unknown,no
48,technician,married,unknown,no,5543,no,no,unknown,143,5,0,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,159,1,0,0,unknown,no
58,retired,married,secondary,no,200,no,no,cellular,270,1,0,0,unknown,no
57,management,married,primary,no,226,yes,no,unknown,272,1,0,0,unknown,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,187,2,0,0,unknown,no
33,blue-collar,single,secondary,no,320,no,no,cellular,268,2,0,0,unknown,no
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,183,1,0,0,unknown,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,4,0,0,unknown,no
35,unemployed,married,tertiary,no,816,yes,no,cellular,182,7,0,0,unknown,no
41,services,married,secondary,no,200,no,no,cellular,71,9,0,0,unknown,no
54,services,married,secondary,no,812,no,no,cellular,113,6,0,0,unknown,no
49,services,married,secondary,no,823,no,no,cellular,50,4,0,0,unknown,yes
24,blue-collar,single,unknown,no,431,yes,no,unknown,108,12,0,0,unknown,no
30,admin.,single,secondary,no,1009,yes,no,cellular,253,1,0,0,unknown,no
32,self-employed,married,primary,no,286,yes,no,cellular,175,1,0,0,unknown,no
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,106,1,0,0,unknown,no
42,blue-collar,married,primary,no,2111,yes,no,cellular,86,2,0,0,unknown,no
48,blue-collar,married,primary,no,5366,yes,no,unknown,248,3,0,0,unknown,no
33,technician,married,secondary,no,200,yes,yes,telephone,265,2,0,0,unknown,no
31,blue-collar,divorced,secondary,no,452,yes,no,unknown,182,5,0,0,unknown,no
56,unemployed,divorced,primary,no,1770,no,no,cellular,186,3,0,0,unknown,no
58,retired,married,primary,no,200,no,no,cellular,141,1,0,0,unknown,no
37,admin.,single,secondary,no,296,yes,no,cellular,81,1,0,0,unknown,no
59,management,married,primary,no,2358,yes,no,cellular,30,1,0,0,unknown,no
50,management,single,tertiary,no,1200,no,no,cellular,174,3,0,0,unknown,yes
39,housemaid,single,primary,no,200,yes,no,unknown,334,3,0,0,unknown,no
30,technician,married,secondary,no,616,yes,no,cellular,19,1,0,0,unknown,no
47,services,divorced,secondary,no,4906,yes,no,unknown,24,1,0,0,unknown,no
44,self-employed,married,secondary,no,313,no,no,cellular,211,4,0,0,unknown,no
38,blue-collar,married,primary,no,290,yes,no,cellular,283,1,0,0,unknown,no
50,management,married,tertiary,no,1240,no,no,cellular,109,2,0,0,unknown,no
73,retired,married,secondary,no,200,no,no,cellular,144,2,0,0,unknown,no
46,blue-collar,married,primary,no,200,yes,no,unknown,279,1,0,0,unknown,no
56,retired,divorced,secondary,no,212,no,yes,telephone,27,1,0,0,unknown,no
36,management,married,tertiary,no,200,no,no,cellular,21,4,0,0,unknown,yes
33,blue-collar,married,primary,no,3074,no,no,cellular,314,1,0,0,unknown,no
40,management,married,tertiary,no,1734,yes,no,unknown,169,1,0,0,unknown,no
52,management,married,tertiary,no,575,no,no,unknown,315,1,0,0,unknown,no
51,blue-collar,married,secondary,no,397,yes,no,cellular,293,2,0,0,unknown,no
33,blue-collar,married,secondary,no,640,yes,no,cellular,74,3,0,0,unknown,no
54,services,married,secondary,no,200,yes,no,unknown,198,1,0,0,unknown,no
44,management,married,secondary,no,2984,yes,no,unknown,40,2,0,0,unknown,no
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,340,2,0,0,unknown,no
42,technician,married,secondary,no,4945,yes,no,cellular,311,2,0,0,unknown,yes
37,technician,married,secondary,no,712,yes,no,cellular,291,2,0,0,unknown,no
28,services,single,secondary,no,427,yes,yes,unknown,235,2,0,0,unknown,no
56,admin.,married,secondary,no,2146,no,yes,unknown,229,1,0,0,unknown,no
32,unemployed,married,secondary,no,200,yes,no,unknown,136,4,0,0,unknown,no
57,retired,married,primary,no,1238,yes,no,cellular,274,1,0,0,unknown,no
49,admin.,single,secondary,no,981,yes,no,telephone,10,3,0,0,unknown,no
56,entrepreneur,married,unknown,no,575,no,no,unknown,18,2,0,0,unknown,no
48,admin.,divorced,unknown,no,200,no,no,cellular,243,1,0,0,unknown,no
31,management,single,tertiary,no,574,yes,no,cellular,45,2,0,0,unknown,no
28,blue-collar,single,secondary,no,200,no,no,unknown,190,1,0,0,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,121,1,0,0,unknown,no
58,housemaid,married,primary,no,200,yes,no,telephone,148,1,0,0,unknown,no
32,management,single,tertiary,no,474,yes,no,cellular,90,3,0,0,unknown,no
39,services,married,secondary,no,540,no,no,unknown,29,1,0,0,unknown,no
31,management,married,tertiary,no,325,yes,no,cellular,44,2,0,0,unknown,yes
48,blue-collar,married,primary,no,574,no,no,cellular,348,1,0,0,unknown,no
60,retired,married,primary,no,200,no,no,telephone,130,3,0,0,unknown,no
30,services,married,secondary,no,699,yes,no,unknown,179,1,0,0,unknown,no
52,admin.,single,primary,no,200,no,no,unknown,182,11,0,0,unknown,no
24,blue-collar,married,secondary,no,220,yes,no,cellular,90,1,0,0,unknown,no
29,services,married,secondary,no,11417,yes,no,unknown,272,2,0,0,unknown,no
33,housemaid,married,primary,no,212,yes,no,cellular,260,2,0,0,unknown,no
34,blue-collar,married,secondary,no,200,yes,yes,unknown,307,3,0,0,unknown,no
45,admin.,divorced,secondary,no,200,no,no,cellular,264,1,0,0,unknown,yes
31,blue-collar,married,secondary,no,200,no,yes,telephone,275,2,0,0,unknown,no
45,technician,married,secondary,no,1673,no,no,cellular,76,1,0,0,unknown,no
27,services,married,secondary,no,1202,yes,no,unknown,19,2,0,0,unknown,no
30,management,single,tertiary,no,4213,no,no,cellular,142,4,0,0,unknown,no
45,blue-collar,married,primary,no,200,no,no,cellular,89,2,0,0,unknown,no
40,admin.,married,secondary,no,200,yes,yes,cellular,57,1,0,0,unknown,no
39,management,married,tertiary,no,399,no,no,cellular,139,1,0,0,unknown,no
46,technician,married,tertiary,no,405,no,no,cellular,138,3,0,0,unknown,no
25,management,single,tertiary,no,2506,no,no,cellular,120,1,0,0,unknown,yes
34,management,married,tertiary,no,697,no,no,cellular,166,1,0,0,unknown,no
64,retired,divorced,tertiary,no,890,no,no,cellular,166,3,0,0,unknown,no
57,housemaid,married,secondary,no,200,yes,no,telephone,73,1,0,0,unknown,no
21,student,single,unknown,no,200,yes,no,unknown,198,3,0,0,unknown,no
58,housemaid,married,secondary,no,2705,no,no,telephone,137,1,0,0,unknown,no
41,blue-collar,single,secondary,no,200,yes,no,unknown,114,9,0,0,unknown,yes
41,management,married,unknown,no,2457,yes,no,unknown,285,1,0,0,unknown,no
58,management,married,tertiary,no,541,yes,no,cellular,98,1,0,0,unknown,no
32,management,married,tertiary,no,273,yes,yes,cellular,97,3,0,0,unknown,no
44,services,divorced,secondary,no,200,yes,no,unknown,24,5,0,0,unknown,no
41,self-employed,married,primary,no,340,no,no,unknown,37,3,0,0,unknown,no
54,technician,married,tertiary,no,200,no,no,cellular,55,4,0,0,unknown,no
32,management,single,tertiary,no,2629,no,no,cellular,77,4,0,0,unknown,no
